# Generated by matlabSample/mainHCW.m
# Osculating Keplerian elements (chief: GEO circular equatorial)
# Columns match mRendering orbit_mechanics.CsvEphemeris.
time_s,a_km,e,inc_rad,raan_rad,ome_rad,f_rad
34650,42164.0036021388,0.000118604605715057,0.000237184472905464,4.71244369332223,4.71184121208252,5.66891948274289
34660,42164.0036039349,0.000118604658719728,0.000237184496309673,4.71244383481454,4.71184108136926,5.66964882927093
34670,42164.0036057346,0.000118604711821642,0.000237184519713879,4.71244397652522,4.71184095072303,5.67037817558623
34680,42164.0036075376,0.000118604765018862,0.000237184543118083,4.71244411845427,4.71184082014974,5.67110752168281
34690,42164.0036093441,0.000118604818312555,0.000237184567458453,4.71244426060167,4.71184068964881,5.67183686756119
34700,42164.0036111541,0.000118604871702512,0.000237184590862653,4.71244440296739,4.71184055922015,5.67256621322141
34710,42164.0036129675,0.000118604925188292,0.00023718461426685,4.71244454555144,4.71184042887228,5.67329555865488
34720,42164.0036147845,0.00011860497877094,0.000237184638139128,4.71244468835378,4.71184029859615,5.6740249038706
34730,42164.0036166048,0.000118605032449326,0.000237184662011404,4.7124448313744,4.71184016840108,5.67475424885919
34740,42164.0036184287,0.000118605086225309,0.000237184684947511,4.7124449746133,4.71184003828033,5.67548359362732
34750,42164.0036202559,0.000118605140096537,0.000237184708819782,4.71244511807046,4.71183990824593,5.67621293816289
34760,42164.0036220868,0.000118605194065763,0.000237184733160135,4.71244526174586,4.71183977828614,5.6769422824776
34770,42164.003623921,0.000118605248130631,0.000237184756564318,4.71244540563945,4.71183964841378,5.6776716265586
34780,42164.0036257588,0.000118605302293114,0.000237184779968499,4.71244554975109,4.7118395186197,5.67840097041511
34790,42164.0036276001,0.000118605356551968,0.000237184804308844,4.71244569408083,4.71183938891429,5.67913031403659
34800,42164.0036294448,0.000118605410906898,0.00023718482771302,4.71244583862872,4.7118392592976,5.67985965742289
34810,42164.003631293,0.000118605465359286,0.000237184851117194,4.71244598339479,4.71183912976551,5.68058900057802
34820,42164.0036331447,0.000118605519908839,0.000237184874521365,4.71244612837907,4.71183900032173,5.68131834349815
