# Generated by matlabSample/mainHCW.m
# HCW relative motion (radial, along-track, cross-track) [km], identity attitude
time_s,x,y,z,qx,qy,qz,qw
23070,-0.556370164292516,0.0621023873532572,-1.11274032858503,0,0,0,1
23080,-0.559993452947429,0.0629164575850601,-1.11998690589486,0,0,0,1
23090,-0.563616443822283,0.063735811919934,-1.12723288764457,0,0,0,1
23100,-0.56723913499055,0.0645604499221866,-1.1344782699811,0,0,0,1
23110,-0.570861524525869,0.0653903711533173,-1.14172304905174,0,0,0,1
23120,-0.574483610502042,0.0662255751720166,-1.14896722100409,0,0,0,1
23130,-0.578105390993039,0.067066061534166,-1.15621078198608,0,0,0,1
23140,-0.581726864072991,0.0679118297928385,-1.16345372814598,0,0,0,1
23150,-0.585348027816197,0.0687628794982984,-1.1706960556324,0,0,0,1
23160,-0.588968880297121,0.069619210198001,-1.17793776059424,0,0,0,1
23170,-0.59258941959039,0.0704808214365931,-1.18517883918078,0,0,0,1
23180,-0.596209643770798,0.0713477127559126,-1.1924192875416,0,0,0,1
23190,-0.599829550913302,0.0722198836949887,-1.19965910182661,0,0,0,1
23200,-0.603449139093027,0.0730973337900418,-1.20689827818606,0,0,0,1
23210,-0.60706840638526,0.0739800625744836,-1.21413681277052,0,0,0,1
23220,-0.610687350865455,0.074868069578917,-1.22137470173091,0,0,0,1
23230,-0.614305970609229,0.0757613543311363,-1.22861194121846,0,0,0,1
23240,-0.617924263692519,0.0766599163561717,-1.23584852738504,0,0,0,1
23250,-0.621542228191457,0.0775637551762652,-1.24308445638292,0,0,0,1
23260,-0.625159862182019,0.0784728703107612,-1.25031972436404,0,0,0,1
23270,-0.628777163740369,0.0793872612762014,-1.25755432748074,0,0,0,1
23280,-0.632394130942869,0.0803069275863265,-1.26478826188574,0,0,0,1
23290,-0.636010761866072,0.081231868752076,-1.27202152373215,0,0,0,1
23300,-0.63962705458673,0.0821620842815887,-1.27925410917346,0,0,0,1
23310,-0.643243007181789,0.0830975736802021,-1.28648601436358,0,0,0,1
23320,-0.646858617728391,0.084038336450453,-1.29371723545678,0,0,0,1
23330,-0.650473884303871,0.0849843720920771,-1.30094776860774,0,0,0,1
23340,-0.654088804985763,0.0859356801020089,-1.30817760997153,0,0,0,1
23350,-0.657703377851794,0.0868922599743823,-1.31540675570359,0,0,0,1
23360,-0.661317600979886,0.0878541112005299,-1.32263520195977,0,0,0,1
23370,-0.664931472448159,0.0888212332689835,-1.32986294489632,0,0,0,1
23380,-0.668544990334925,0.0897936256654738,-1.33708998066985,0,0,0,1
23390,-0.672158152718693,0.0907712878729306,-1.34431630543739,0,0,0,1
23400,-0.675770957678169,0.0917542193714826,-1.35154191535634,0,0,0,1
23410,-0.679383403292251,0.0927424196384575,-1.3587668065845,0,0,0,1
23420,-0.682995487640035,0.0937358881483821,-1.36599097528007,0,0,0,1
23430,-0.686607208800811,0.0947346243729824,-1.37321441760162,0,0,0,1
23440,-0.690218564854065,0.0957386277811829,-1.38043712970813,0,0,0,1
23450,-0.693829553879478,0.0967478978391076,-1.38765910775896,0,0,0,1
23460,-0.697440173956927,0.0977624340100792,-1.39488034791386,0,0,0,1
23470,-0.701050423166484,0.0987822357546196,-1.40210084633297,0,0,0,1
23480,-0.704660299588415,0.0998073025304497,-1.40932059917683,0,0,0,1
23490,-0.708269801303184,0.100837633792489,-1.41653960260637,0,0,0,1
23500,-0.711878926391448,0.101873228992857,-1.4237578527829,0,0,0,1
23510,-0.715487672934061,0.102914087580871,-1.43097534586812,0,0,0,1
23520,-0.719096039012071,0.103960209003048,-1.43819207802414,0,0,0,1
23530,-0.722704022706723,0.105011592703104,-1.44540804541345,0,0,0,1
23540,-0.726311622099623,0.106068238122012,-1.45262324419925,0,0,0,1
23550,-0.72991883527261,0.107130144697968,-1.45983767054522,0,0,0,1
23560,-0.733525660307366,0.108197311866252,-1.46705132061473,0,0,0,1
23570,-0.737132095285792,0.109269739059353,-1.47426419057159,0,0,0,1
23580,-0.740738138290018,0.110347425706967,-1.48147627658004,0,0,0,1
23590,-0.744343787402399,0.111430371235999,-1.4886875748048,0,0,0,1
23600,-0.747949040705516,0.112518575070561,-1.49589808141103,0,0,0,1
23610,-0.751553896282179,0.113612036631974,-1.50310779256436,0,0,0,1
23620,-0.755158352215422,0.11471075533877,-1.51031670443085,0,0,0,1
23630,-0.758762406588508,0.115814730606685,-1.51752481317702,0,0,0,1
23640,-0.762366057484925,0.116923961848667,-1.52473211496985,0,0,0,1
23650,-0.765969302988389,0.118038448474871,-1.53193860597678,0,0,0,1
23660,-0.76957214118284,0.11915818989266,-1.53914428236568,0,0,0,1
23670,-0.77317457015245,0.120283185506606,-1.5463491403049,0,0,0,1
23680,-0.776776587981611,0.12141343471849,-1.55355317596322,0,0,0,1
23690,-0.780378192754947,0.122548936927301,-1.5607563855099,0,0,0,1
23700,-0.783979382557305,0.123689691529235,-1.56795876511461,0,0,0,1
23710,-0.787580155473762,0.124835697917698,-1.57516031094753,0,0,0,1
23720,-0.791180509589619,0.125986955483305,-1.58236101917924,0,0,0,1
23730,-0.794780442990405,0.127143463613878,-1.58956088598081,0,0,0,1
23740,-0.798379953761874,0.128305221694448,-1.59675990752375,0,0,0,1
23750,-0.80197903999001,0.129472229107254,-1.60395807998002,0,0,0,1
23760,-0.80557769976102,0.130644485231745,-1.61115539952204,0,0,0,1
23770,-0.80917593116134,0.131821989444575,-1.61835186232268,0,0,0,1
23780,-0.812773732277632,0.133004741119611,-1.62554746455527,0,0,0,1
23790,-0.816371101196784,0.134192739627925,-1.63274220239357,0,0,0,1
23800,-0.819968036005912,0.135385984337799,-1.63993607201183,0,0,0,1
23810,-0.823564534792357,0.136584474614722,-1.64712906958472,0,0,0,1
23820,-0.827160595643688,0.137788209821393,-1.65432119128738,0,0,0,1
23830,-0.830756216647701,0.138997189317719,-1.6615124332954,0,0,0,1
23840,-0.834351395892417,0.140211412460815,-1.66870279178484,0,0,0,1
23850,-0.837946131466267,0.141430878605076,-1.67589226293254,0,0,0,1
23860,-0.841540421457948,0.142655587102135,-1.6830808429159,0,0,0,1
23870,-0.845134263956006,0.143885537300694,-1.69026852791201,0,0,0,1
23880,-0.848727657049235,0.145120728546668,-1.69745531409847,0,0,0,1
23890,-0.85232059882669,0.146361160183195,-1.70464119765338,0,0,0,1
23900,-0.855913087377685,0.14760683155063,-1.71182617475537,0,0,0,1
23910,-0.859505120791793,0.14885774198655,-1.71901024158359,0,0,0,1
23920,-0.863096697158842,0.15011389082575,-1.72619339431769,0,0,0,1
23930,-0.866687814568925,0.151375277400245,-1.73337562913785,0,0,0,1
23940,-0.870278471112389,0.15264190103927,-1.74055694222478,0,0,0,1
23950,-0.873868664879842,0.153913761069278,-1.74773732975968,0,0,0,1
23960,-0.877458393962149,0.155190856813944,-1.7549167879243,0,0,0,1
23970,-0.881047656450437,0.156473187594162,-1.76209531290088,0,0,0,1
23980,-0.884636450436088,0.157760752728043,-1.76927290087218,0,0,0,1
23990,-0.888224774010747,0.159053551530922,-1.77644954802149,0,0,0,1
24000,-0.891812625266313,0.16035158331535,-1.78362525053263,0,0,0,1
24010,-0.895400002294947,0.161654847391098,-1.7908000045899,0,0,0,1
24020,-0.898986903189069,0.162963343065159,-1.79797380637814,0,0,0,1
24030,-0.902573326041356,0.164277069641744,-1.80514665208271,0,0,0,1
24040,-0.906159268944746,0.165596026422282,-1.81231853788949,0,0,0,1
24050,-0.909744729992433,0.166920212705425,-1.81948945998487,0,0,0,1
24060,-0.913329707277872,0.168249627787042,-1.82665941455575,0,0,0,1
24070,-0.916914198894777,0.169584270960223,-1.83382839778956,0,0,0,1
24080,-0.920498202937118,0.170924141515276,-1.84099640587424,0,0,0,1
24090,-0.924081717499128,0.17226923873973,-1.84816343499826,0,0,0,1
24100,-0.927664740675295,0.173619561918334,-1.85532948135059,0,0,0,1
24110,-0.931247270560368,0.174975110333056,-1.86249454112074,0,0,0,1
24120,-0.934829305249355,0.176335883263082,-1.86965861049871,0,0,0,1
24130,-0.93841084283752,0.17770187998482,-1.87682168567504,0,0,0,1
24140,-0.94199188142039,0.179073099771897,-1.88398376284078,0,0,0,1
24150,-0.945572419093748,0.180449541895158,-1.8911448381875,0,0,0,1
24160,-0.949152453953636,0.18183120562267,-1.89830490790727,0,0,0,1
24170,-0.952731984096588,0.183218090219822,-1.90546396819318,0,0,0,1
24180,-0.956311007619359,0.184610194949222,-1.91262201523872,0,0,0,1
24190,-0.959889522618599,0.186007519070544,-1.9197790452372,0,0,0,1
24200,-0.963467527191247,0.187410061840691,-1.9269350543825,0,0,0,1
24210,-0.967045019434532,0.188817822513802,-1.93409003886907,0,0,0,1
24220,-0.970621997445977,0.190230800341247,-1.94124399489196,0,0,0,1
24230,-0.974198459323397,0.191648994571629,-1.94839691864679,0,0,0,1
24240,-0.977774403164895,0.193072404450782,-1.95554880632979,0,0,0,1
24250,-0.98134982706887,0.194501029221774,-1.96269965413774,0,0,0,1
24260,-0.984924729134011,0.195934868124907,-1.96984945826802,0,0,0,1
24270,-0.988499107459298,0.197373920397713,-1.9769982149186,0,0,0,1
24280,-0.992072960144004,0.198818185274959,-1.98414592028801,0,0,0,1
24290,-0.995646285287693,0.200267661988642,-1.99129257057539,0,0,0,1
24300,-0.99921908099022,0.201722349767994,-1.99843816198044,0,0,0,1
24310,-1.00279134535173,0.203182247839479,-2.00558269070347,0,0,0,1
24320,-1.00636307647267,0.204647355426792,-2.01272615294534,0,0,0,1
24330,-1.00993427245376,0.206117671750864,-2.01986854490753,0,0,0,1
24340,-1.01350493139604,0.207593196029854,-2.02700986279208,0,0,0,1
24350,-1.0170750514008,0.209073927479158,-2.03415010280161,0,0,0,1
24360,-1.02064463056967,0.210559865311403,-2.04128926113934,0,0,0,1
24370,-1.02421366700453,0.212051008736447,-2.04842733400906,0,0,0,1
24380,-1.02778215880758,0.213547356961384,-2.05556431761515,0,0,0,1
24390,-1.03135010408129,0.215048909190537,-2.06270020816258,0,0,0,1
24400,-1.03491750092844,0.216555664625464,-2.06983500185689,0,0,0,1
24410,-1.0384843474521,0.218067622464955,-2.07696869490421,0,0,0,1
24420,-1.04205064175562,0.219584781905033,-2.08410128351124,0,0,0,1
24430,-1.04561638194265,0.221107142138953,-2.0912327638853,0,0,0,1
24440,-1.04918156611712,0.222634702357202,-2.09836313223425,0,0,0,1
24450,-1.05274619238328,0.224167461747501,-2.10549238476656,0,0,0,1
24460,-1.05631025884564,0.225705419494804,-2.11262051769127,0,0,0,1
24470,-1.05987376360901,0.227248574781295,-2.11974752721802,0,0,0,1
24480,-1.06343670477851,0.228796926786394,-2.12687340955702,0,0,0,1
24490,-1.06699908045953,0.230350474686754,-2.13399816091907,0,0,0,1
24500,-1.07056088875813,0.231909217656439,-2.14112177751627,0,0,0,1
24510,-1.07412212778034,0.233473154866614,-2.14824425556069,0,0,0,1
24520,-1.07768279563226,0.235042285485567,-2.15536559126453,0,0,0,1
24530,-1.08124289042032,0.236616608678836,-2.16248578084064,0,0,0,1
24540,-1.08480241025126,0.238196123609203,-2.16960482050252,0,0,0,1
24550,-1.08836135323216,0.2397808294367,-2.17672270646433,0,0,0,1
24560,-1.09191971747043,0.241370725318606,-2.18383943494086,0,0,0,1
24570,-1.09547750107379,0.242965810409448,-2.19095500214757,0,0,0,1
24580,-1.09903470215028,0.244566083860999,-2.19806940430057,0,0,0,1
24590,-1.1025913188083,0.246171544822281,-2.2051826376166,0,0,0,1
24600,-1.10614734915653,0.247782192439564,-2.21229469831306,0,0,0,1
24610,-1.10970279130401,0.249398025856364,-2.21940558260803,0,0,0,1
24620,-1.11325764336009,0.251019044213446,-2.22651528672019,0,0,0,1
24630,-1.11681190343445,0.252645246648822,-2.23362380686891,0,0,0,1
24640,-1.12036556963709,0.254276632297752,-2.24073113927418,0,0,0,1
24650,-1.12391864007834,0.255913200292742,-2.24783728015668,0,0,0,1
24660,-1.12747111286885,0.257554949763549,-2.2549422257377,0,0,0,1
24670,-1.1310229861196,0.259201879837173,-2.2620459722392,0,0,0,1
24680,-1.13457425794189,0.260853989637866,-2.26914851588379,0,0,0,1
24690,-1.13812492644736,0.262511278287125,-2.27624985289473,0,0,0,1
24700,-1.14167498974796,0.264173744903696,-2.28334997949593,0,0,0,1
24710,-1.14522444595597,0.26584138860357,-2.29044889191194,0,0,0,1
24720,-1.14877329318399,0.267514208499989,-2.29754658636798,0,0,0,1
24730,-1.15232152954496,0.26919220370344,-2.30464305908991,0,0,0,1
24740,-1.15586915315212,0.270875373321659,-2.31173830630424,0,0,0,1
24750,-1.15941616211906,0.27256371645963,-2.31883232423813,0,0,0,1
24760,-1.16296255455969,0.274257232219583,-2.32592510911939,0,0,0,1
24770,-1.16650832858824,0.275955919700997,-2.33301665717648,0,0,0,1
24780,-1.17005348231926,0.277659778000597,-2.34010696463852,0,0,0,1
24790,-1.17359801386764,0.279368806212358,-2.34719602773528,0,0,0,1
24800,-1.17714192134858,0.281083003427499,-2.35428384269715,0,0,0,1
24810,-1.18068520287761,0.282802368734491,-2.36137040575522,0,0,0,1
24820,-1.18422785657059,0.28452690121905,-2.36845571314119,0,0,0,1
24830,-1.18776988054382,0.286256599964199,-2.37553976108765,0,0,0,1
24840,-1.19131127291419,0.287991464050376,-2.38262254582839,0,0,0,1
24850,-1.1948520317984,0.289731492554994,-2.38970406359681,0,0,0,1
24860,-1.19839215531344,0.291476684552695,-2.39678431062689,0,0,0,1
24870,-1.20193164157667,0.293227039115386,-2.40386328315334,0,0,0,1
24880,-1.20547048870578,0.294982555312237,-2.41094097741157,0,0,0,1
24890,-1.20900869481886,0.296743232209684,-2.41801738963773,0,0,0,1
24900,-1.21254625803433,0.298509068871429,-2.42509251606867,0,0,0,1
24910,-1.21608317647098,0.300280064358435,-2.43216635294197,0,0,0,1
24920,-1.21961944824796,0.302056217728932,-2.43923889649593,0,0,0,1
24930,-1.22315507148478,0.303837528038415,-2.44631014296955,0,0,0,1
24940,-1.22669004430129,0.305623994339641,-2.45338008860258,0,0,0,1
24950,-1.23022436481773,0.307415615682635,-2.46044872963547,0,0,0,1
24960,-1.23375803115469,0.309212391114685,-2.46751606230938,0,0,0,1
24970,-1.23729104143311,0.311014319680342,-2.47458208286621,0,0,0,1
24980,-1.24082339377428,0.312821400421424,-2.48164678754856,0,0,0,1
24990,-1.24435508629988,0.314633632377013,-2.48871017259977,0,0,0,1
25000,-1.24788611713193,0.316451014583455,-2.49577223426387,0,0,0,1
25010,-1.25141648439281,0.31827354607436,-2.50283296878563,0,0,0,1
25020,-1.25494618620526,0.320101225880605,-2.50989237241053,0,0,0,1
25030,-1.25847522069239,0.321934053030328,-2.51695044138478,0,0,0,1
25040,-1.26200358597764,0.323772026548936,-2.52400717195529,0,0,0,1
25050,-1.26553128018485,0.325615145459096,-2.53106256036971,0,0,0,1
25060,-1.26905830143819,0.327463408780744,-2.53811660287639,0,0,0,1
25070,-1.2725846478622,0.329316815531076,-2.54516929572441,0,0,0,1
25080,-1.27611031758178,0.331175364724557,-2.55222063516356,0,0,0,1
25090,-1.27963530872218,0.333039055372914,-2.55927061744437,0,0,0,1
25100,-1.28315961940902,0.334907886485139,-2.56631923881805,0,0,0,1
25110,-1.28668324776828,0.336781857067489,-2.57336649553657,0,0,0,1
25120,-1.29020619192629,0.338660966123485,-2.58041238385259,0,0,0,1
25130,-1.29372845000975,0.340545212653912,-2.5874569000195,0,0,0,1
25140,-1.29725002014571,0.342434595656823,-2.59450004029141,0,0,0,1
25150,-1.30077090046158,0.344329114127532,-2.60154180092315,0,0,0,1
25160,-1.30429108908513,0.346228767058618,-2.60858217817026,0,0,0,1
25170,-1.30781058414453,0.348133553439939,-2.61562116828905,0,0,0,1
25180,-1.31132938376868,0.350043472258872,-2.62265876753737,0,0,0,1
25190,-1.31484748608645,0.351958522499815,-2.6296949721729,0,0,0,1
25200,-1.31836488922685,0.353878703144324,-2.6367297784537,0,0,0,1
25210,-1.32188159131931,0.355804013171238,-2.64376318263862,0,0,0,1
25220,-1.32539759049363,0.35773445155668,-2.65079518098726,0,0,0,1
25230,-1.32891288488002,0.359670017274057,-2.65782576976005,0,0,0,1
25240,-1.33242747260909,0.361610709294058,-2.66485494521818,0,0,0,1
25250,-1.33594135181182,0.363556526584657,-2.67188270362365,0,0,0,1
25260,-1.33945452061961,0.365507468111113,-2.67890904123923,0,0,0,1
25270,-1.34296697716424,0.367463532835966,-2.68593395432848,0,0,0,1
25280,-1.34647871957788,0.369424719719042,-2.69295743915577,0,0,0,1
25290,-1.34998974599311,0.371391027717448,-2.69997949198622,0,0,0,1
25300,-1.35350005454289,0.373362455785577,-2.70700010908578,0,0,0,1
25310,-1.35700964336057,0.375339002875106,-2.71401928672114,0,0,0,1
25320,-1.36051851057991,0.377320667934994,-2.72103702115983,0,0,0,1
25330,-1.36402665433506,0.379307449911485,-2.72805330867013,0,0,0,1
25340,-1.36753407276056,0.381299347748105,-2.73506814552112,0,0,0,1
25350,-1.37104076399133,0.383296360385665,-2.74208152798267,0,0,0,1
25360,-1.37454672616272,0.38529848676226,-2.74909345232544,0,0,0,1
25370,-1.37805195741043,0.387305725813269,-2.75610391482087,0,0,0,1
25380,-1.38155645587059,0.389318076471353,-2.76311291174119,0,0,0,1
25390,-1.38506021967971,0.391335537666457,-2.77012043935942,0,0,0,1
25400,-1.38856324697469,0.393358108325811,-2.77712649394938,0,0,0,1
25410,-1.39206553589282,0.395385787373928,-2.78413107178565,0,0,0,1
25420,-1.39556708457181,0.397418573732605,-2.79113416914362,0,0,0,1
25430,-1.39906789114973,0.399456466320922,-2.79813578229947,0,0,0,1
25440,-1.40256795376507,0.401499464055243,-2.80513590753014,0,0,0,1
25450,-1.4060672705567,0.403547565849215,-2.8121345411134,0,0,0,1
25460,-1.40956583966389,0.405600770613771,-2.81913167932778,0,0,0,1
25470,-1.4130636592263,0.407659077257126,-2.82612731845259,0,0,0,1
25480,-1.41656072738398,0.409722484684778,-2.83312145476796,0,0,0,1
25490,-1.42005704227739,0.41179099179951,-2.84011408455477,0,0,0,1
25500,-1.42355260204736,0.413864597501387,-2.84710520409473,0,0,0,1
25510,-1.42704740483515,0.415943300687761,-2.8540948096703,0,0,0,1
25520,-1.43054144878239,0.418027100253277,-2.86108289756478,0,0,0,1
25530,-1.43403473203156,0.420115995090153,-2.86806946406311,0,0,0,1
25540,-1.43752725272509,0.422209984087631,-2.87505450545018,0,0,0,1
25550,-1.44101900900561,0.424309066132102,-2.88203801801123,0,0,0,1
25560,-1.44450999901617,0.426413240107258,-2.88901999803234,0,0,0,1
25570,-1.44800022090024,0.428522504894096,-2.89600044180049,0,0,0,1
25580,-1.45148967280173,0.430636859370919,-2.90297934560347,0,0,0,1
25590,-1.45497835286498,0.432756302413336,-2.90995670572996,0,0,0,1
25600,-1.45846625923475,0.434880832894259,-2.9169325184695,0,0,0,1
25610,-1.46195339005623,0.437010449683906,-2.92390678011247,0,0,0,1
25620,-1.46543974347505,0.4391451516498,-2.93087948695011,0,0,0,1
25630,-1.46892531763726,0.441284937656769,-2.93785063527452,0,0,0,1
25640,-1.47241011068934,0.443429806566945,-2.94482022137868,0,0,0,1
25650,-1.4758941207782,0.445579757239767,-2.9517882415564,0,0,0,1
25660,-1.47937734605117,0.447734788531976,-2.95875469210235,0,0,0,1
25670,-1.48285978465604,0.449894899297621,-2.96571956931208,0,0,0,1
25680,-1.48634143474098,0.452060088388055,-2.97268286948197,0,0,0,1
25690,-1.48982229445464,0.454230354651935,-2.97964458890927,0,0,0,1
25700,-1.49330236194605,0.456405696935223,-2.98660472389211,0,0,0,1
25710,-1.49678163536472,0.458586114081188,-2.99356327072944,0,0,0,1
25720,-1.50026011286054,0.460771604930402,-3.00052022572109,0,0,0,1
25730,-1.50373779258387,0.462962168320743,-3.00747558516774,0,0,0,1
25740,-1.50721467268547,0.465157803087393,-3.01442934537094,0,0,0,1
25750,-1.51069075131654,0.46735850806284,-3.02138150263308,0,0,0,1
25760,-1.51416602662871,0.469564282076877,-3.02833205325743,0,0,0,1
25770,-1.51764049677405,0.4717751239566,-3.0352809935481,0,0,0,1
25780,-1.52111415990503,0.473991032526413,-3.04222831981005,0,0,0,1
25790,-1.52458701417457,0.476212006608023,-3.04917402834913,0,0,0,1
25800,-1.52805905773601,0.478438045020442,-3.05611811547203,0,0,0,1
25810,-1.53153028874314,0.480669146579988,-3.06306057748628,0,0,0,1
25820,-1.53500070535015,0.482905310100284,-3.07000141070031,0,0,0,1
25830,-1.53847030571168,0.485146534392256,-3.07694061142336,0,0,0,1
25840,-1.54193908798278,0.487392818264138,-3.08387817596556,0,0,0,1
25850,-1.54540705031895,0.489644160521466,-3.0908141006379,0,0,0,1
25860,-1.5488741908761,0.491900559967084,-3.09774838175221,0,0,0,1
25870,-1.55234050781059,0.494162015401138,-3.10468101562119,0,0,0,1
25880,-1.55580599927929,0.496428525621152,-3.11161199855858,0,0,0,1
25890,-1.55927066343987,0.49870008942224,-3.11854132687975,0,0,0,1
25900,-1.56273449844986,0.500976705596408,-3.12546899689971,0,0,0,1
25910,-1.56619750246711,0.503258372932917,-3.13239500493422,0,0,0,1
25920,-1.56965967364997,0.505545090218361,-3.13931934729995,0,0,0,1
25930,-1.57312101015725,0.507836856236658,-3.1462420203145,0,0,0,1
25940,-1.5765815101482,0.510133669769058,-3.1531630202964,0,0,0,1
25950,-1.58004117178256,0.512435529594137,-3.16008234356512,0,0,0,1
25960,-1.58349999322053,0.514742434487801,-3.16699998644105,0,0,0,1
25970,-1.58695797262275,0.517054383223284,-3.17391594524551,0,0,0,1
25980,-1.59041510815037,0.519371374571148,-3.18083021630074,0,0,0,1
25990,-1.59387139796496,0.521693407299286,-3.18774279592993,0,0,0,1
26000,-1.59732684022858,0.524020480172916,-3.19465368045717,0,0,0,1
26010,-1.60078143310375,0.526352591954586,-3.20156286620751,0,0,0,1
26020,-1.60423517475345,0.528689741404174,-3.2084703495069,0,0,0,1
26030,-1.60768806334112,0.531031927278884,-3.21537612668224,0,0,0,1
26040,-1.61114009703067,0.53337914833325,-3.22228019406135,0,0,0,1
26050,-1.61459127398649,0.535731403319135,-3.22918254797298,0,0,0,1
26060,-1.6180415923734,0.538088690985729,-3.2360831847468,0,0,0,1
26070,-1.62149105035672,0.540451010079552,-3.24298210071344,0,0,0,1
26080,-1.6249396461022,0.542818359344451,-3.24987929220441,0,0,0,1
26090,-1.62838737777609,0.545190737521603,-3.25677475555219,0,0,0,1
26100,-1.63183424354508,0.547568143349512,-3.26366848709017,0,0,0,1
26110,-1.63528024157633,0.549950575564013,-3.27056048315267,0,0,0,1
26120,-1.63872537003747,0.552338032898266,-3.27745074007494,0,0,0,1
26130,-1.64216962709658,0.554730514082763,-3.28433925419317,0,0,0,1
26140,-1.64561301092223,0.557128017845322,-3.29122602184446,0,0,0,1
26150,-1.64905551968342,0.559530542911091,-3.29811103936685,0,0,0,1
26160,-1.65249715154965,0.561938088002546,-3.30499430309931,0,0,0,1
26170,-1.65593790469086,0.564350651839491,-3.31187580938173,0,0,0,1
26180,-1.65937777727747,0.56676823313906,-3.31875555455493,0,0,0,1
26190,-1.66281676748034,0.569190830615713,-3.32563353496068,0,0,0,1
26200,-1.66625487347082,0.571618442981242,-3.33250974694164,0,0,0,1
26210,-1.66969209342072,0.574051068944764,-3.33938418684144,0,0,0,1
26220,-1.6731284255023,0.576488707212726,-3.3462568510046,0,0,0,1
26230,-1.6765638678883,0.578931356488906,-3.3531277357766,0,0,0,1
26240,-1.67999841875193,0.581379015474413,-3.35999683750386,0,0,0,1
26250,-1.68343207626728,0.583831682868028,-3.36686415253456,0,0,0,1
26260,-1.68686483860855,0.586289357365603,-3.3737296772171,0,0,0,1
26270,-1.69029670395013,0.588752037660104,-3.38059340790026,0,0,0,1
26280,-1.6937276704669,0.59121972244185,-3.38745534093381,0,0,0,1
26290,-1.69715773633426,0.593692410398514,-3.39431547266853,0,0,0,1
26300,-1.70058689972809,0.596170100215125,-3.40117379945619,0,0,0,1
26310,-1.70401515882478,0.598652790574065,-3.40803031764955,0,0,0,1
26320,-1.7074425118012,0.601140480155069,-3.41488502360241,0,0,0,1
26330,-1.71086895683476,0.603633167635228,-3.42173791366952,0,0,0,1
26340,-1.71429449210333,0.606130851688986,-3.42858898420666,0,0,0,1
26350,-1.7177191157853,0.608633530988143,-3.43543823157059,0,0,0,1
26360,-1.72114282605955,0.611141204201851,-3.4422856521191,0,0,0,1
26370,-1.72456562110547,0.613653869996617,-3.44913124221094,0,0,0,1
26380,-1.72798749910295,0.616171527036303,-3.4559749982059,0,0,0,1
26390,-1.73140845823236,0.618694173982123,-3.46281691646473,0,0,0,1
26400,-1.7348284966746,0.621221809492648,-3.46965699334921,0,0,0,1
26410,-1.73824761261105,0.623754432223801,-3.47649522522211,0,0,0,1
26420,-1.74166580422359,0.626292040828861,-3.48333160844719,0,0,0,1
26430,-1.74508306969461,0.628834633958459,-3.49016613938922,0,0,0,1
26440,-1.74849940720698,0.631382210260582,-3.49699881441397,0,0,0,1
26450,-1.7519148149441,0.633934768380571,-3.50382962988821,0,0,0,1
26460,-1.75532929108985,0.63649230696112,-3.5106585821797,0,0,0,1
26470,-1.7587428338286,0.639054824642278,-3.5174856676572,0,0,0,1
26480,-1.76215544134525,0.641622320061448,-3.52431088269049,0,0,0,1
26490,-1.76556711182517,0.644194791853388,-3.53113422365033,0,0,0,1
26500,-1.76897784345424,0.646772238650209,-3.53795568690848,0,0,0,1
26510,-1.77238763441886,0.649354659081376,-3.54477526883771,0,0,0,1
26520,-1.77579648290589,0.65194205177371,-3.55159296581179,0,0,0,1
26530,-1.77920438710273,0.654534415351385,-3.55840877420546,0,0,0,1
26540,-1.78261134519725,0.657131748435928,-3.56522269039451,0,0,0,1
26550,-1.78601735537784,0.659734049646222,-3.57203471075568,0,0,0,1
26560,-1.78942241583337,0.662341317598504,-3.57884483166674,0,0,0,1
26570,-1.79282652475323,0.664953550906364,-3.58565304950646,0,0,0,1
26580,-1.7962296803273,0.667570748180747,-3.5924593606546,0,0,0,1
26590,-1.79963188074595,0.670192908029953,-3.59926376149191,0,0,0,1
26600,-1.80303312420008,0.672820029059635,-3.60606624840015,0,0,0,1
26610,-1.80643340888116,0.675452109872899,-3.61286681776232,0,0,0,1
26620,-1.80983273298149,0.678089149070474,-3.61966546596298,0,0,0,1
26630,-1.81323109469329,0.680731145249987,-3.62646218938658,0,0,0,1
26640,-1.81662849220927,0.68337809700639,-3.63325698441854,0,0,0,1
26650,-1.82002492372265,0.686030002932018,-3.6400498474453,0,0,0,1
26660,-1.82342038742721,0.688686861616585,-3.64684077485441,0,0,0,1
26670,-1.82681488151724,0.691348671647188,-3.65362976303448,0,0,0,1
26680,-1.83020840418759,0.694015431608305,-3.66041680837519,0,0,0,1
26690,-1.83360095363363,0.696687140081797,-3.66720190726726,0,0,0,1
26700,-1.83699252805126,0.699363795646904,-3.67398505610252,0,0,0,1
26710,-1.84038312563693,0.702045396880249,-3.68076625127385,0,0,0,1
26720,-1.8437727445876,0.704731942355837,-3.6875454891752,0,0,0,1
26730,-1.84716138310079,0.707423430645052,-3.69432276620159,0,0,0,1
26740,-1.85054903937455,0.710119860316662,-3.7010980787491,0,0,0,1
26750,-1.85393571160745,0.712821229936816,-3.70787142321489,0,0,0,1
26760,-1.8573213979986,0.715527538069043,-3.7146427959972,0,0,0,1
26770,-1.86070609674765,0.718238783274255,-3.72141219349531,0,0,0,1
26780,-1.86408980605479,0.720954964110746,-3.72817961210959,0,0,0,1
26790,-1.86747252412073,0.723676079134189,-3.73494504824147,0,0,0,1
26800,-1.87085424914673,0.72640212689764,-3.74170849829345,0,0,0,1
26810,-1.87423497933456,0.729133105951538,-3.74846995866912,0,0,0,1
