# Generated by matlabSample/mainHCW.m
# HCW relative motion (radial, along-track, cross-track) [km], identity attitude
time_s,x,y,z,qx,qy,qz,qw
68460,1.38093085450676,19.611041561328,2.76186170901353,0,0,0,1
68470,1.38443474961021,19.6090250124336,2.76886949922042,0,0,0,1
68480,1.38793790853261,19.6070033538829,2.77587581706522,0,0,0,1
68490,1.39144032941118,19.6049765867511,2.78288065882238,0,0,0,1
68500,1.39494201038396,19.6029447121156,2.78988402076793,0,0,0,1
68510,1.39844294958886,19.6009077310569,2.79688589917772,0,0,0,1
68520,1.40194314516402,19.5988656446582,2.80388629032805,0,0,0,1
68530,1.40544259524801,19.5968184540056,2.81088519049603,0,0,0,1
68540,1.40894129797982,19.5947661601877,2.81788259595964,0,0,0,1
68550,1.41243925149884,19.5927087642959,2.82487850299768,0,0,0,1
68560,1.41593645394489,19.5906462674244,2.83187290788979,0,0,0,1
68570,1.41943290345821,19.5885786706699,2.83886580691644,0,0,0,1
68580,1.42292859817946,19.586505975132,2.84585719635893,0,0,0,1
68590,1.42642353624971,19.5844281819128,2.85284707249942,0,0,0,1
68600,1.42991771581044,19.5823452921173,2.85983543162088,0,0,0,1
68610,1.43341113500356,19.5802573068531,2.86682227000713,0,0,0,1
68620,1.4369037919714,19.5781642272304,2.87380758394281,0,0,0,1
68630,1.44039568485671,19.5760660543623,2.88079136971342,0,0,0,1
68640,1.44388681180263,19.5739627893646,2.88777362360527,0,0,0,1
68650,1.44737717095276,19.5718544333556,2.89475434190553,0,0,0,1
68660,1.45086676045108,19.5697409874564,2.90173352090218,0,0,0,1
68670,1.45435557844202,19.5676224527909,2.90871115688405,0,0,0,1
68680,1.4578436230704,19.5654988304856,2.91568724614081,0,0,0,1
68690,1.46133089248147,19.5633701216697,2.92266178496295,0,0,0,1
68700,1.4648173848209,19.5612363274752,2.92963476964182,0,0,0,1
68710,1.46830309823478,19.5590974490367,2.93660619646957,0,0,0,1
68720,1.47178803086961,19.5569534874915,2.94357606173922,0,0,0,1
68730,1.4752721808723,19.5548044439796,2.95054436174461,0,0,0,1
68740,1.4787555463902,19.5526503196439,2.95751109278041,0,0,0,1
68750,1.48223812557107,19.5504911156296,2.96447625114214,0,0,0,1
68760,1.48571991656307,19.5483268330851,2.97143983312615,0,0,0,1
68770,1.4892009175148,19.546157473161,2.97840183502961,0,0,0,1
68780,1.49268112657527,19.543983037011,2.98536225315055,0,0,0,1
68790,1.49616054189391,19.5418035257913,2.99232108378783,0,0,0,1
68800,1.49963916162056,19.5396189406609,2.99927832324112,0,0,0,1
68810,1.50311698390548,19.5374292827813,3.00623396781096,0,0,0,1
68820,1.50659400689935,19.5352345533171,3.01318801379871,0,0,0,1
68830,1.51007022875328,19.5330347534351,3.02014045750656,0,0,0,1
68840,1.51354564761877,19.5308298843052,3.02709129523755,0,0,0,1
68850,1.51702026164801,19.5286199470997,3.03404052329604,0,0,0,1
68860,1.52049406899369,19.5264049429934,3.04098813798739,0,0,0,1
68870,1.52396706780836,19.5241848731644,3.04793413561673,0,0,0,1
68880,1.52743925624505,19.5219597387933,3.0548785124901,0,0,0,1
68890,1.5309106324572,19.5197295410634,3.06182126491441,0,0,0,1
68900,1.53438119459875,19.5174942811607,3.06876238919751,0,0,0,1
68910,1.53785094082405,19.515253960274,3.07570188164811,0,0,0,1
68920,1.54131986928793,19.5130085795946,3.08263973857588,0,0,0,1
68930,1.54478797814567,19.5107581403166,3.08957595629135,0,0,0,1
68940,1.54825526555299,19.5085026436367,3.09651053110598,0,0,0,1
68950,1.55172172966607,19.5062420907543,3.10344345933214,0,0,0,1
68960,1.55518736864154,19.5039764828716,3.1103747372831,0,0,0,1
68970,1.55865218063651,19.5017058211932,3.11730436127302,0,0,0,1
68980,1.56211616380849,19.4994301069267,3.12423232761699,0,0,0,1
68990,1.56557931631549,19.4971493412821,3.131158632631,0,0,0,1
69000,1.56904163631596,19.4948635254723,3.13808327263193,0,0,0,1
69010,1.57250312196879,19.4925726607128,3.14500624393759,0,0,0,1
69020,1.57596377143333,19.4902767482217,3.15192754286667,0,0,0,1
69030,1.5794235828694,19.4879757892199,3.1588471657388,0,0,0,1
69040,1.58288255443724,19.4856697849309,3.16576510887448,0,0,0,1
69050,1.58634068429757,19.4833587365809,3.17268136859515,0,0,0,1
