time_s,a_km,e,inc_rad,raan_rad,ome_rad,f_rad,q1,q2,q3,q4
319,6785.35065007814,0.000402078135365843,1.69351491599727,6.28035879925172,7.39555678279147,-0.753019341562587,0.245838012077462,0.302086290789842,-0.059587394253037,0.919106570089002
320,6785.33628713881,0.000401238070432787,1.69351503400863,6.28035884399694,7.40102349216456,-0.757355819616798,0.24446544422849,0.343918851551883,-0.0116154485785181,0.906543739418965
321,6785.32188739757,0.00040040115150357,1.6935151523808,6.28035888903292,7.40651353295683,-0.761715629547906,0.240606153827124,0.38357700357901,0.03722935103038,0.890837435499723
322,6785.30745093048,0.000399567457412661,1.69351527111358,6.28035893436065,7.41202700689945,-0.76609887308828,0.234372697580624,0.420728780174416,0.0868211323272865,0.872077303421627
323,6785.2929778132,0.000398737067497314,1.69351539020671,6.2803589799811,7.41756401406443,-0.770505650311101,0.225904763520135,0.455055422567034,0.137021985081917,0.850362614309602
324,6785.27846812161,0.000397910061700857,1.69351550965956,6.28035902589512,7.42312465268931,-0.774936059455109,0.215368457055589,0.486254259506429,0.187681537073361,0.825801951716712
325,6785.26392192863,0.000397086520234363,1.69351562947166,6.28035907210359,7.42870901996952,-0.779390197716904,0.202955341903686,0.514041671451725,0.238636620602917,0.798512900654143
326,6785.24933930657,0.000396266523889613,1.69351574964264,6.28035911860744,7.43431721150154,-0.783868160694164,0.188881211400343,0.538156129129824,0.289711055117575,0.768621736098196
327,6785.23472033168,0.000395450154488135,1.69351587017149,6.28035916540734,7.43994931999442,-0.788370041097133,0.173384564512738,0.558361289408557,0.34071557490382,0.736263105348014
328,6785.2200650815,0.000394637494352842,1.69351599105692,6.28035921250389,7.44560543521314,-0.792895928692014,0.156724760897878,0.57444912278036,0.391447933486766,0.701579696133888
329,6785.20537363007,0.000393828625882882,1.69351611229829,6.28035925989788,7.45128564540144,-0.797445911723721,0.139179830996198,0.586243036608942,0.441693217993423,0.664721880074675
330,6785.19064605175,0.000393023632079746,1.69351623389486,6.28035930759011,7.45699003650908,-0.802020076143209,0.121043920734443,0.59360094704506,0.491224406997326,0.625847319152657
331,6785.17588242173,0.000392222596627932,1.6935163558458,6.28035935558133,7.46271869206104,-0.806618505476655,0.102624356292525,0.59641824064037,0.539803203969164,0.585120521526648
332,6785.16108281653,0.000391425603972359,1.69351647815026,6.28035940387226,7.46847169299626,-0.811241280664174,0.0842383228123948,0.594630554847308,0.587181175155636,0.542712332414313
333,6785.14624731445,0.000390632739371718,1.6935166008074,6.28035945246364,7.47424911749569,-0.815888479887917,0.0662091619942036,0.588216295605461,0.633101215291819,0.498799346078396
334,6785.13137599571,0.000389844088910062,1.69351672381646,6.28035950135625,7.48005104083019,-0.820560178419913,0.048862307150844,0.577198801009882,0.677299356897953,0.45356322624114
335,6785.11646894229,0.000389059739455217,1.69351684717689,6.28035955055094,7.4858775352568,-0.825256448518366,0.0325208901719003,0.561648053625171,0.719506929007038,0.407189924571257
336,6785.10152623741,0.000388279778563325,1.69351697088832,6.28035960004862,7.49172866998526,-0.829977359394183,0.0175010724401965,0.541681841341089,0.759453059142329,0.359868790233509
337,6785.08654796464,0.000387504294341688,1.69351709495067,6.28035964985034,7.49760451122531,-0.834722977258232,0.00410717024773453,0.517466268676847,0.796867498514819,0.311791567790009
338,6785.07153420681,0.000386733375291899,1.69351721936409,6.28035969995723,7.50350512230114,-0.839493365435824,-0.00737333631119324,0.489215527863018,0.83148373521676,0.263151285916175
339,6785.05648504531,0.000385967110208567,1.69351734412883,6.28035975037048,7.5094305636942,-0.844288584409542,-0.0166748048899875,0.457190852400219,0.863042344347954,0.214141045168433
340,6785.04140055838,0.000385205587998135,1.69351746924482,6.28035980109112,7.51538089345262,-0.84910869222863,-0.023558322283265,0.421698595183064,0.891294508378524,0.164952719304997
341,6785.02628081795,0.000384448897366653,1.69351759471231,6.28035985212034,7.52135616802627,-0.853953745344078,-0.0278163545608096,0.383087398442895,0.916005626679944,0.115775590967551
342,6785.0111258939,0.000383697127293003,1.69351772053146,6.28035990345929,7.52735644111343,-0.858823797455266,-0.0292770195715666,0.341744452799629,0.936958921163687,0.0667949485924485
343,6784.99593585535,0.000382950367179867,1.69351784670226,6.28035995510904,7.53338176326872,-0.86371889911796,-0.0278078462724083,0.29809087664712,0.953958936340854,0.0181906767567306
344,6784.98071077186,0.000382208706982993,1.69351797322444,6.28036000707059,7.53943218151742,-0.868639097358544,-0.0233188933020445,0.252576282608241,0.966834828085725,-0.0298641236170817
345,6784.96545071458,0.000381472237322736,1.6935181000976,6.28036005934484,7.54550773894798,-0.873584435266608,-0.0157651140328092,0.205672633517343,0.975443336400397,-0.07720444594474
346,6784.95015575747,0.000380741049590248,1.69351822732105,6.2803601119326,7.55160847422227,-0.878554951505189,-0.00514787715720191,0.157867522937988,0.97967134434232,-0.123674579589782
347,6784.93482597809,0.000380015235949534,1.69351835489379,6.28036016483455,7.55773442110843,-0.88355067984357,0.0084844207996816,0.109657043490649,0.979437937488977,-0.169129163729742
348,6784.91946145502,0.000379294889052233,1.69351848281505,6.28036021805146,7.56388560907464,-0.888571649751099,0.0250366828273894,0.061538427056852,0.974695895773592,-0.213434058365773
349,6784.90406226895,0.000378580102158845,1.69351861108404,6.28036027158407,7.57006206291646,-0.893617886024461,0.0443683761666617,0.0140026532852781,0.965432571104222,-0.256467002845194
350,6784.8886285022,0.000377870969064441,1.69351873970003,6.28036032543318,7.57626380277779,-0.898689408808723,0.0662956976106036,-0.0324727751550819,0.951670128568049,-0.298118039949486
351,6784.8731602379,0.000377167584007303,1.69351886866232,6.28036037959958,7.58249084427168,-0.903786233718054,0.0905945700947148,-0.0774306994155855,0.933465154455062,-0.338289692535192
352,6784.85765755928,0.000376470041598579,1.69351899797025,6.28036043408408,7.58874319860678,-0.908908371962244,0.117004372999722,-0.120440639510625,0.910907659251651,-0.37689688957312
353,6784.84212054924,0.000375778436784404,1.69351912762314,6.28036048888748,7.59502087266847,-0.914055830427802,0.145232285986797,-0.161104448888794,0.884119526442669,-0.413866648351952
354,6784.82654929017,0.000375092864840664,1.69351925762035,6.28036054401059,7.60132386901767,-0.919228611676782,0.174958110759123,-0.19906117146652,0.853252476840772,-0.449137529337133
355,6784.81094386405,0.0003744134213911,1.69351938796118,6.28036059945422,7.60765218579717,-0.924426713853098,0.205839427199088,-0.233991019354405,0.818485632269936,-0.482658888698345
356,6784.79530435275,0.000373740202432824,1.69351951864495,6.28036065521914,7.61400581655884,-0.929650130509749,0.237516939843814,-0.265618426165848,0.780022771142548,-0.514389960504196
357,6784.7796308384,0.000373073304352364,1.69351964967094,6.28036071130616,7.6203847500457,-0.934898850390878,0.26961987702464,-0.293714166431191,0.738089371633573,-0.544298805650358
358,6784.76392340366,0.000372412823919263,1.69351978103847,6.28036076771606,7.6267889699711,-0.940172857210946,0.301771317123235,-0.318096564105598,0.692929536072627,-0.572361167536806
359,6784.74818213178,0.000371758858252381,1.69351991274686,6.28036082444965,7.63321845483619,-0.945472129472236,0.33359333274028,-0.33863184078213,0.644802883590994,-0.59855927532073
360,6784.73240710651,0.000371111504762268,1.6935200447955,6.28036088150774,7.63967317781005,-0.950796640344923,0.364711862541362,-0.355233676004689,0.593981487968549,-0.622880634395126
